iter	Accuracy	MultiClass
131	0.7468412239	0.6382797466
132	0.7471456843	0.6376194609
133	0.7471456843	0.6367271166
134	0.7469934541	0.6363732559
135	0.7471456843	0.6358449578
136	0.7472979144	0.6353416162
137	0.7479068351	0.6346168781
138	0.7483635257	0.6338665134
139	0.7488202162	0.6333338657
140	0.748667986	0.6328638684
141	0.7492769067	0.632382681
142	0.7491246765	0.6320489998
143	0.748667986	0.6318845689
144	0.749581367	0.6311015533
145	0.7498858274	0.6306783174
146	0.7498858274	0.6299595249
147	0.7498858274	0.6295230738
148	0.7504947481	0.6287374015
149	0.7506469782	0.6285012217
150	0.7506469782	0.6282757967
151	0.7507992084	0.6279759313
152	0.7504947481	0.6274020611
153	0.7512558989	0.6267776461
154	0.7511036687	0.6261399212
155	0.7512558989	0.6257631047
156	0.7520170498	0.625307482
157	0.7524737403	0.6248693933
158	0.7520170498	0.6243157315
159	0.75216928	0.6241617706
160	0.7524737403	0.6238632128
161	0.7524737403	0.6235811173
162	0.7524737403	0.6232826058
163	0.75216928	0.6227317429
164	0.7523215101	0.6224970199
165	0.75216928	0.6220583905
166	0.7529304308	0.6216629084
167	0.7532348912	0.621030849
168	0.7535393515	0.6205071605
169	0.7543005024	0.6198974776
170	0.7543005024	0.6194600453
171	0.7546049627	0.6188627573
172	0.754909423	0.6185231246
173	0.7547571929	0.6183460929
174	0.754909423	0.6182021349
175	0.7547571929	0.6179011462
176	0.7550616532	0.6173186122
177	0.7550616532	0.6168949884
178	0.7550616532	0.6163357566
179	0.754909423	0.6160422333
180	0.754909423	0.6159629807
181	0.7553661136	0.6151605935
182	0.7559750343	0.6145661875
183	0.7561272644	0.6133367386
184	0.7562794946	0.6128117351
185	0.7564317248	0.6122717616
186	0.7573451058	0.6112671445
187	0.7576495661	0.6106707032
188	0.7582584868	0.6099005422
189	0.7582584868	0.6089979195
190	0.7582584868	0.6087579817
191	0.7588674075	0.6083228161
192	0.7590196377	0.6077054742
193	0.759324098	0.607500862
194	0.759324098	0.6071581373
195	0.7591718679	0.6067560434
196	0.759324098	0.606439837
197	0.7609986299	0.6058345098
198	0.7606941696	0.6053508927
199	0.7614553204	0.6047946585
200	0.7613030903	0.6044514159
201	0.7611508601	0.6042111752
202	0.7614553204	0.6038982575
203	0.7609986299	0.6034556739
204	0.7611508601	0.6030099118
205	0.7609986299	0.6026484357
206	0.7609986299	0.6024277406
207	0.7609986299	0.6022336967
208	0.7617597808	0.6014441194
209	0.7614553204	0.601142654
210	0.7620642411	0.6006467702
211	0.7617597808	0.6003221773
212	0.7623687015	0.5997121134
213	0.7623687015	0.5992840584
214	0.7623687015	0.598766687
215	0.762825392	0.5983558769
216	0.762825392	0.5980253758
217	0.7625209316	0.5978138823
218	0.762825392	0.5973436545
219	0.762825392	0.5971665248
220	0.7629776222	0.5968056133
221	0.7634343127	0.5964887231
222	0.7635865429	0.5961307841
223	0.7634343127	0.5958367067
224	0.7629776222	0.5949758906
225	0.7641954635	0.5947588672
226	0.7648043842	0.5941278752
227	0.7646521541	0.5937550755
228	0.7649566144	0.5933198135
229	0.7655655351	0.5927374033
230	0.7654133049	0.5924342183
231	0.7655655351	0.5921325836
232	0.7654133049	0.5919544847
233	0.7661744558	0.5913316335
234	0.7657177653	0.5907267886
235	0.7669356066	0.5899099623
236	0.7670878368	0.5895168404
237	0.767240067	0.5891754771
238	0.7670878368	0.588813521
239	0.7676967575	0.5886461304
240	0.7675445273	0.5882683472
241	0.7673922972	0.5877188729
242	0.7670878368	0.5873723548
243	0.767240067	0.5869349277
244	0.7673922972	0.5867463281
245	0.768153448	0.5861120213
246	0.768153448	0.5859931694
247	0.7680012178	0.5856278318
248	0.7680012178	0.5848953217
249	0.7689145989	0.5844036017
250	0.7687623687	0.5839795403
251	0.7683056782	0.583381854
252	0.7696757497	0.5830301704
253	0.7692190592	0.5825144591
254	0.769066829	0.5822434215
255	0.769066829	0.5816165697
256	0.7695235196	0.5812344438
257	0.7698279799	0.5808045625
258	0.7698279799	0.5806206865
259	0.7704369006	0.5800558947
260	0.7705891308	0.579571976
261	0.7707413609	0.5790545623
262	0.7715025118	0.5786101195
263	0.7711980515	0.5781007371
264	0.771654742	0.5778831068
265	0.7713502816	0.577236153
266	0.7715025118	0.5767476652
267	0.7719592023	0.5765084232
268	0.7722636627	0.5760148471
269	0.7727203532	0.5755626133
270	0.7727203532	0.5750570522
271	0.7730248135	0.5745522312
272	0.7731770437	0.5740558726
273	0.773481504	0.5735224856
274	0.7736337342	0.5732259586
275	0.7736337342	0.5727853096
276	0.7737859644	0.5724119901
277	0.7740904247	0.5721568993
278	0.7740904247	0.5719409979
279	0.7746993454	0.5717325755
280	0.7742426549	0.5714676163
281	0.7742426549	0.5708517167
282	0.7745471152	0.5702468798
283	0.7748515756	0.5698119911
284	0.7748515756	0.5692702359
285	0.7751560359	0.5686045842
286	0.7756127264	0.5678881807
287	0.776069417	0.5673773751
288	0.7765261075	0.5669925308
289	0.7768305678	0.5664907729
290	0.7774394885	0.5661721324
291	0.7774394885	0.5658590872
292	0.7766783376	0.5653743078
293	0.7765261075	0.5647861718
294	0.7768305678	0.5644966557
295	0.7771350282	0.5639535122
296	0.7765261075	0.563193246
297	0.776982798	0.5627821211
298	0.7774394885	0.5624415708
299	0.7774394885	0.5621535567
300	0.7774394885	0.5616896056
301	0.776982798	0.561115979
302	0.7766783376	0.5608761635
303	0.7768305678	0.5603942653
304	0.7780484092	0.560048385
305	0.7782006394	0.5595030343
306	0.7782006394	0.5591601181
307	0.7782006394	0.5586774102
308	0.7783528695	0.5583319286
309	0.7789617902	0.5579512176
310	0.7791140204	0.5575266484
311	0.7794184807	0.5572517521
312	0.7795707109	0.556699243
313	0.7797229411	0.5563474774
314	0.7794184807	0.5559289402
315	0.7798751713	0.5555231046
316	0.7798751713	0.5551875502
317	0.7797229411	0.5546847579
318	0.7797229411	0.5543869664
319	0.7801796316	0.5539128761
320	0.7798751713	0.5537686751
321	0.7807885523	0.5534506479
322	0.7810930126	0.553131493
323	0.7809407825	0.5526245299
324	0.7809407825	0.5522283672
325	0.7812452428	0.5516584219
326	0.7817019333	0.5510638839
327	0.7817019333	0.5504852895
328	0.7820063937	0.5498267069
329	0.7818541635	0.5494327526
330	0.7817019333	0.549040184
331	0.7815497032	0.5487210203
332	0.7815497032	0.5485325383
333	0.7815497032	0.5480641566
334	0.7824630842	0.5471902252
335	0.7824630842	0.5468015758
336	0.7826153144	0.5463317836
337	0.7829197747	0.5460784526
338	0.7827675445	0.5458389677
339	0.7829197747	0.5454530049
340	0.783224235	0.5452509093
341	0.783224235	0.5449058737
342	0.7827675445	0.544481539
343	0.783224235	0.5440551563
344	0.783224235	0.5435008866
345	0.7830720049	0.5431634296
346	0.7835286954	0.5429839912
347	0.7839853859	0.5425712276
348	0.7844420764	0.5421044776
349	0.7845943066	0.5417498782
350	0.7844420764	0.5415578625
351	0.7845943066	0.5413721983
352	0.7845943066	0.5408687598
353	0.7842898462	0.5406807861
354	0.7842898462	0.5403396613
355	0.7844420764	0.5400446362
356	0.7847465368	0.5395660394
357	0.7847465368	0.5392049669
358	0.7847465368	0.5390928454
359	0.7847465368	0.5386935519
360	0.7850509971	0.5379598899
361	0.7850509971	0.5375941527
362	0.7850509971	0.5369531779
363	0.7853554575	0.5365183543
364	0.7862688385	0.5362663111
365	0.785812148	0.5359481324
366	0.7864210687	0.53554473
367	0.7865732988	0.5352225384
368	0.7865732988	0.5350648753
369	0.7868777592	0.5344567599
370	0.7865732988	0.5341323276
371	0.7868777592	0.5337572749
372	0.786725529	0.5334495047
373	0.786725529	0.5331746211
374	0.786725529	0.5328863487
375	0.7870299893	0.5324383357
376	0.7873344497	0.532105841
377	0.7877911402	0.5318771932
378	0.7880956005	0.5315462934
379	0.7880956005	0.5311674848
380	0.7887045212	0.5307702255
381	0.7887045212	0.5303579122
382	0.7888567514	0.5299572155
383	0.7888567514	0.5296271193
384	0.7888567514	0.5293007187
385	0.7894656721	0.5287054779
386	0.7894656721	0.5285090919
387	0.7899223626	0.5283610518
388	0.7899223626	0.5279806031
389	0.7903790531	0.52758933
390	0.7903790531	0.527332826
391	0.7899223626	0.5269823526
392	0.7905312833	0.5266553051
393	0.7903790531	0.5263402532
394	0.7909879738	0.5258629577
395	0.7908357436	0.5256330265
396	0.7908357436	0.5250625504
397	0.7908357436	0.5244186547
398	0.7908357436	0.5241680433
399	0.791140204	0.5237164809
400	0.7908357436	0.5231387818
401	0.7905312833	0.5228922086
402	0.790226823	0.5227345454
403	0.7905312833	0.5225088842
404	0.7909879738	0.5221698667
405	0.7908357436	0.521854286
406	0.7906835135	0.5213417619
407	0.7908357436	0.5211154783
408	0.7912924342	0.5208281293
409	0.7915968945	0.5206469159
410	0.7906835135	0.5202769164
411	0.7915968945	0.5197245533
412	0.7914446643	0.5193114367
413	0.7919013548	0.5186917969
414	0.7919013548	0.5183799106
415	0.7915968945	0.5181013794
416	0.792053585	0.5178054464
417	0.7923580454	0.5176467687
418	0.7926625057	0.5172918083
419	0.7923580454	0.5170725794
420	0.7926625057	0.5168153675
421	0.7932714264	0.5165583743
422	0.7931191962	0.5161018788
423	0.7932714264	0.5156952039
424	0.7938803471	0.5153703471
425	0.7946414979	0.5149922803
426	0.7943370376	0.5147273514
427	0.7946414979	0.5142987748
428	0.7944892678	0.5138504615
429	0.7944892678	0.5133548541
430	0.7952504186	0.5130812852
431	0.7952504186	0.5127779485
432	0.7958593393	0.5123872394
433	0.7954026488	0.5121196971
434	0.7961637997	0.5117609655
435	0.7963160298	0.5114893625
436	0.7957071091	0.5109657104
437	0.7970771807	0.5104490085
438	0.7969249505	0.5100985716
439	0.7970771807	0.5099789688
440	0.7969249505	0.509622618
441	0.7966204902	0.5093511785
442	0.7967727204	0.5088928332
443	0.7967727204	0.5085487537
444	0.7967727204	0.5082971127
445	0.7979905617	0.5078683387
446	0.7976861014	0.5073484226
447	0.7979905617	0.5070964015
448	0.7982950221	0.5069764903
449	0.7984472522	0.5066934108
450	0.7982950221	0.5064178327
451	0.7987517126	0.5060142176
452	0.7982950221	0.5055737367
453	0.7982950221	0.5053828378
454	0.7985994824	0.504928361
455	0.7984472522	0.5047223538
456	0.7985994824	0.5045709842
457	0.7989039428	0.5043150051
458	0.7989039428	0.5039777425
459	0.7996650936	0.5037604975
460	0.7998173238	0.5032960316
461	0.8004262445	0.502809768
462	0.8002740143	0.5026462808
463	0.8013396255	0.5021942684
464	0.8014918557	0.5019367425
465	0.8014918557	0.5014267438
466	0.8019485462	0.501085689
467	0.801796316	0.5006136954
468	0.8019485462	0.5001304831
469	0.8024052367	0.4999715274
470	0.8024052367	0.4997090475
471	0.8027096971	0.4994368543
472	0.8030141574	0.4991810873
473	0.8031663876	0.4989129218
474	0.8040797686	0.4985301144
475	0.8045364591	0.4981083288
476	0.804384229	0.4979800571
477	0.804384229	0.4977464056
478	0.8037753083	0.4975151818
479	0.8037753083	0.4972434499
480	0.804384229	0.4970116009
481	0.8045364591	0.4967527407
482	0.8042319988	0.4964404332
483	0.8046886893	0.4961927288
484	0.8045364591	0.4959973894
485	0.8048409195	0.4956377177
486	0.80529761	0.4954759289
487	0.80529761	0.4951969909
488	0.80529761	0.4950368713
489	0.8049931496	0.4945875194
490	0.8054498402	0.4942914743
491	0.8048409195	0.4940036377
492	0.8048409195	0.4936172644
493	0.8051453798	0.4935054843
494	0.8060587608	0.4929905611
495	0.8060587608	0.4927370068
496	0.8057543005	0.4925192877
497	0.8057543005	0.4922370013
498	0.80529761	0.4917560956
499	0.8063632212	0.4912586993
500	0.806210991	0.4910081219
501	0.8060587608	0.4908917353
502	0.8063632212	0.490602442
503	0.8072766022	0.4902497647
504	0.8071243721	0.4901528629
505	0.8066676815	0.4898632227
506	0.8069721419	0.4896205968
507	0.8068199117	0.489208089
508	0.8071243721	0.4890118571
509	0.8077332927	0.4884334822
510	0.8074288324	0.4881126855
511	0.8075810626	0.4876912899
512	0.8077332927	0.4872849453
513	0.8075810626	0.4871527103
514	0.8078855229	0.4868421015
515	0.8080377531	0.4867497717
516	0.8092555945	0.4863790787
517	0.8095600548	0.4862135777
518	0.8094078246	0.4859875654
519	0.8094078246	0.4857117303
520	0.809712285	0.4854506422
521	0.809712285	0.4851561273
522	0.8095600548	0.4848060978
523	0.809712285	0.4844211681
524	0.8101689755	0.4842710168
525	0.8101689755	0.4840097221
526	0.8095600548	0.4838050274
527	0.8098645151	0.4835219886
528	0.8095600548	0.4834348595
529	0.8103212057	0.4831977761
530	0.8110823565	0.4830421799
531	0.8113868169	0.4828691161
532	0.8118435074	0.4826257352
533	0.8123001979	0.4823896771
534	0.8129091186	0.4821797752
535	0.8126046582	0.4817011708
536	0.8129091186	0.4815874601
537	0.8129091186	0.4813536883
538	0.8129091186	0.4810863277
539	0.8127568884	0.4806942193
540	0.8133658091	0.4803636335
541	0.8136702694	0.4801724214
542	0.8133658091	0.4799727157
543	0.8136702694	0.4798019365
544	0.8136702694	0.4795904536
545	0.8135180393	0.4792907101
546	0.8133658091	0.4788983754
547	0.8136702694	0.4786086212
548	0.8138224996	0.4781473986
549	0.8133658091	0.4778275825
550	0.8135180393	0.4776209957
551	0.81412696	0.4772532979
552	0.8144314203	0.4770462094
553	0.8145836505	0.4767643684
554	0.8154970315	0.4762683802
555	0.8164104125	0.4758179804
556	0.8165626427	0.4754639679
557	0.8168671031	0.4751681159
558	0.8170193332	0.4749365274
559	0.8171715634	0.474632358
560	0.8171715634	0.474219639
561	0.8173237936	0.4739982924
562	0.8176282539	0.4735852585
563	0.8170193332	0.4732498213
564	0.8168671031	0.4729505048
565	0.8171715634	0.472629697
566	0.8168671031	0.4723399018
567	0.8171715634	0.4720623895
568	0.8171715634	0.4715399421
569	0.8171715634	0.4712910538
570	0.8174760237	0.4711549472
571	0.8177804841	0.4708124131
572	0.818541635	0.4705888401
573	0.8183894048	0.4702921629
574	0.8183894048	0.4702015373
575	0.8180849444	0.4699750413
576	0.818541635	0.4696128087
577	0.8189983255	0.4689831209
578	0.8197594763	0.4686875465
579	0.8193027858	0.4685284079
580	0.8193027858	0.4681666986
581	0.8197594763	0.4678649309
582	0.8197594763	0.4677033544
583	0.8199117065	0.4673972955
584	0.8200639367	0.4672797233
585	0.8208250875	0.4667988622
586	0.821281778	0.4663349397
587	0.8209773177	0.4659512588
588	0.8209773177	0.4657053008
589	0.8208250875	0.4652648509
590	0.8211295479	0.4649018536
591	0.8214340082	0.4646017925
592	0.8215862384	0.4642850602
593	0.8209773177	0.4639649793
594	0.8206728574	0.4636708878
595	0.8209773177	0.4634361163
596	0.8206728574	0.4632384692
597	0.821281778	0.4629524161
598	0.8214340082	0.462751278
599	0.8215862384	0.4624655347
600	0.8221951591	0.4620828304
601	0.8221951591	0.4617755451
602	0.8226518496	0.4615059504
603	0.8229563099	0.4611947204
604	0.8226518496	0.4606944231
605	0.8231085401	0.4605423364
606	0.8229563099	0.4602877471
607	0.8231085401	0.4600224951
608	0.8235652306	0.4597281968
609	0.8234130005	0.4594384862
610	0.8232607703	0.4593210305
611	0.8234130005	0.4589377731
612	0.8235652306	0.4584353993
613	0.823869691	0.4578955319
614	0.8241741513	0.4575545356
615	0.8244786117	0.4573500796
616	0.8249353022	0.4570723551
617	0.8253919927	0.4565224742
618	0.8253919927	0.4562201512
619	0.8250875323	0.455915426
620	0.8249353022	0.4557145624
621	0.8253919927	0.455432103
622	0.8264576039	0.4550775487
623	0.8260009134	0.4548150746
624	0.8260009134	0.454479277
625	0.8260009134	0.4542074301
626	0.8261531436	0.4537886623
627	0.8263053737	0.4536282952
628	0.8264576039	0.453016658
629	0.8260009134	0.4526305207
630	0.8270665246	0.452225266
631	0.8272187548	0.4521250771
632	0.8273709849	0.451771394
633	0.8275232151	0.4513266729
634	0.8276754453	0.4510242895
635	0.8279799056	0.4507491997
636	0.8275232151	0.4502602866
637	0.8278276754	0.4500372279
638	0.8275232151	0.4498356097
639	0.8275232151	0.4493663061
640	0.8279799056	0.4490855272
641	0.8285888263	0.4485007631
642	0.8287410565	0.4484297028
643	0.8288932866	0.4482879653
644	0.829197747	0.4480046762
645	0.829197747	0.4478652252
646	0.8295022073	0.4475541441
647	0.8296544375	0.4473129772
648	0.829197747	0.4471924489
649	0.8299588979	0.4469317239
650	0.8304155884	0.4466817642
651	0.8302633582	0.4465369954
652	0.8304155884	0.4464066008
653	0.8302633582	0.4462189719
654	0.8305678185	0.4460646743
655	0.8305678185	0.4458450614
656	0.8311767392	0.4453296561
657	0.8310245091	0.4450378105
658	0.8320901203	0.4447840098
659	0.8328512711	0.4444300641
660	0.8328512711	0.4443027646
661	0.8325468108	0.4440490574
662	0.8328512711	0.4437941
663	0.8328512711	0.4435761746
664	0.8328512711	0.4434843265
665	0.8334601918	0.4431078948
666	0.8334601918	0.4427677228
667	0.833612422	0.4423822686
668	0.8340691125	0.4420086608
669	0.834525803	0.4415933342
670	0.8349824935	0.4413913838
671	0.8348302634	0.4411467809
672	0.8351347237	0.4409370759
673	0.835439184	0.4407036728
674	0.8355914142	0.4404141054
675	0.8360481047	0.4402153478
676	0.8365047953	0.439809198
677	0.8363525651	0.4394757319
678	0.8366570254	0.4393230167
679	0.8363525651	0.4391576593
680	0.8368092556	0.4386960248
681	0.8372659461	0.4383818612
682	0.8372659461	0.4381978028
683	0.8366570254	0.4376415101
684	0.8366570254	0.4372614719
685	0.8371137159	0.4370397568
686	0.8369614858	0.4367385636
687	0.8375704065	0.4365181411
688	0.8375704065	0.4363507122
689	0.8368092556	0.4359053447
690	0.8372659461	0.435568628
691	0.8378748668	0.4352608101
692	0.8377226366	0.4350279765
693	0.838027097	0.4347204024
694	0.8381793271	0.4344954614
695	0.8381793271	0.4343000243
696	0.8378748668	0.4341966606
697	0.8378748668	0.4338029225
698	0.8375704065	0.4335944515
699	0.8378748668	0.4335027874
700	0.838027097	0.4332428226
701	0.838027097	0.4329846013
702	0.8383315573	0.4328164496
703	0.838027097	0.4326078982
704	0.8381793271	0.432418312
705	0.8384837875	0.4321080033
706	0.838940478	0.4319104869
707	0.8384837875	0.431518971
708	0.838940478	0.4310888211
709	0.8392449383	0.4308800901
710	0.839853859	0.4306007209
711	0.8400060892	0.4304199482
712	0.8401583194	0.430177393
713	0.8404627797	0.429928045
714	0.8404627797	0.4298014563
715	0.8407672401	0.4294219833
716	0.8410717004	0.4291833462
717	0.8412239306	0.4288919044
718	0.8413761608	0.4287242989
719	0.8412239306	0.4283630907
720	0.8412239306	0.428201555
721	0.8413761608	0.4280676045
722	0.8416806211	0.4279433999
723	0.8422895418	0.4276010239
724	0.8425940021	0.4274197252
725	0.8425940021	0.4272004864
726	0.8418328513	0.4267765982
727	0.8421373116	0.4266532866
728	0.8416806211	0.4264467197
729	0.8421373116	0.4261082845
730	0.8419850814	0.4259673183
731	0.8425940021	0.4257758443
732	0.8427462323	0.4253574908
733	0.842441772	0.4251904785
734	0.8427462323	0.4248063056
735	0.8430506926	0.4245307473
736	0.8432029228	0.4242588048
737	0.8430506926	0.4239406242
738	0.8435073832	0.4236971008
739	0.8436596133	0.4235054823
740	0.8435073832	0.4229508894
741	0.8444207642	0.4227157167
742	0.8445729944	0.4225161473
743	0.8450296849	0.4222880665
744	0.8451819151	0.4219926748
745	0.8445729944	0.4217383151
746	0.8450296849	0.4214425257
747	0.8450296849	0.4211618025
748	0.8451819151	0.4209572267
749	0.8454863754	0.4207123497
750	0.8454863754	0.4206114067
751	0.8454863754	0.4204286157
752	0.8456386056	0.420201478
753	0.8456386056	0.4200570769
754	0.8459430659	0.4197517785
755	0.8460952961	0.4196050183
756	0.8465519866	0.4194495831
757	0.8467042168	0.4191558219
758	0.8468564469	0.4189888212
759	0.8463997564	0.4188223907
760	0.8465519866	0.4185832282
761	0.8465519866	0.4183251091
762	0.8468564469	0.4181014164
763	0.8470086771	0.4180226755
764	0.8468564469	0.4178500423
765	0.8470086771	0.417638965
766	0.8468564469	0.4174761803
767	0.8470086771	0.4172987691
768	0.8473131375	0.4170183353
769	0.8474653676	0.416937897
770	0.8476175978	0.4167304685
771	0.8479220582	0.4164185418
772	0.847769828	0.4161941414
773	0.8479220582	0.4161150382
774	0.8476175978	0.4158121975
775	0.8479220582	0.4156525926
776	0.8480742883	0.4154927717
777	0.8483787487	0.4152950964
778	0.848683209	0.4150879815
779	0.8485309788	0.4148190669
780	0.8483787487	0.4145576235
781	0.848683209	0.4143376572
782	0.8480742883	0.4141266754
783	0.8483787487	0.4140340029
784	0.8488354392	0.4137298799
785	0.8492921297	0.4134613153
786	0.8492921297	0.4131751815
787	0.8494443599	0.4129374088
788	0.8492921297	0.4125626845
789	0.8497488202	0.4123259295
790	0.8502055107	0.4120050811
791	0.8502055107	0.4117811316
792	0.8508144314	0.4115978625
793	0.8509666616	0.4114901158
794	0.8505099711	0.4111537229
795	0.8505099711	0.4108309699
796	0.8506622012	0.4105713681
797	0.8508144314	0.4104114231
798	0.8515755823	0.4101153277
799	0.8515755823	0.4097694346
800	0.8518800426	0.4095673449
801	0.8517278125	0.4093466734
802	0.8523367331	0.4091156666
803	0.8523367331	0.4087254392
804	0.8524889633	0.4083414179
805	0.8524889633	0.408045476
806	0.8526411935	0.4077926613
807	0.8527934237	0.4074128744
808	0.8529456538	0.4072806434
809	0.853097884	0.4070515644
810	0.8529456538	0.4066795533
811	0.853097884	0.4064119
812	0.8534023443	0.4060485179
813	0.8535545745	0.4058851555
814	0.8535545745	0.4057436546
815	0.8535545745	0.4055552616
816	0.8534023443	0.4054609684
817	0.854011265	0.405199682
818	0.8546201857	0.4048674988
819	0.8546201857	0.4047559626
820	0.8555335668	0.4044530446
821	0.8555335668	0.4042101206
822	0.8555335668	0.4040390678
823	0.8556857969	0.4037939714
824	0.8558380271	0.4035481426
825	0.8558380271	0.4033678928
826	0.8561424874	0.4031117514
827	0.8567514081	0.4029105227
828	0.8567514081	0.4028050539
829	0.856599178	0.4023145741
830	0.856599178	0.4022179098
831	0.8569036383	0.401837696
832	0.8567514081	0.4017394906
833	0.856599178	0.4015448291
834	0.8564469478	0.4014191012
835	0.8567514081	0.401291112
836	0.8569036383	0.4010667454
837	0.8573603288	0.4008622071
838	0.857512559	0.400628852
839	0.8570558685	0.4004032756
840	0.8572080986	0.4001267336
841	0.8573603288	0.3999955927
842	0.857512559	0.3998450658
843	0.8572080986	0.3996221473
844	0.857512559	0.3994760212
845	0.857512559	0.3989855586
846	0.8579692495	0.3986910863
847	0.85842594	0.3982989144
848	0.8585781702	0.3981653823
849	0.8587304004	0.3979898547
850	0.8590348607	0.3978591798
851	0.8588826305	0.3976634815
852	0.8588826305	0.3974417216
853	0.8593393211	0.3970258109
854	0.8593393211	0.3968805175
855	0.8591870909	0.3964738052
856	0.8593393211	0.3963714506
857	0.8596437814	0.3961112101
858	0.8599482417	0.3958310361
859	0.8599482417	0.3955337159
860	0.8604049323	0.3951216809
861	0.8602527021	0.3949038205
862	0.8604049323	0.3948082426
863	0.8599482417	0.3945729982
864	0.8601004719	0.394483593
865	0.8602527021	0.3941673136
866	0.8608616228	0.394017689
867	0.8607093926	0.3938417651
868	0.8611660831	0.3934867705
869	0.8614705435	0.3932776213
870	0.8616227736	0.3930210252
871	0.8620794641	0.3927053775
872	0.8620794641	0.3925163246
873	0.861927234	0.3922235647
874	0.8620794641	0.3919251466
875	0.861927234	0.3917913576
876	0.8620794641	0.3915359979
877	0.861927234	0.391397333
878	0.8620794641	0.3911653522
879	0.8620794641	0.3909880929
880	0.8620794641	0.3908176291
881	0.8622316943	0.3906439192
882	0.862840615	0.3904640301
